"E1","E2","E3","E4","E5","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","Y"
1847.27343831704,275.230845482175,2155.12960006674,987.61085335211,276.773056889512,225.621897229404,844.373556517527,1172.25010421974,582.23542477944,665.975881709244,1351.01734634294,781.935788951334,633.994498019032,747.667857295955,742.547449305917,701.400289025555,1024.8302952495,564.51235690614,490.80862685164,1054.01893180432,46.2926268490938
2648.94607506153,3088.40958566598,2341.12164678461,1104.78432273771,-835.157756760637,158.721460710226,952.009191277977,1084.48310081317,497.560069448768,600.791050497103,1454.48319767822,744.904511062291,700.921409370991,679.828004031863,609.826429341563,908.376597150964,1123.0434566345,530.445127235304,233.438275358158,1208.45369879971,46.0974489859928
3267.34940651829,1584.20708484936,2694.80592050261,479.671726374392,382.133148913663,171.044602352925,781.3371371154,1109.8027884081,543.083982750305,780.974768724462,1318.02700304405,908.050716511266,890.045561321782,756.279761072475,618.536107834206,795.470978342764,1375.74170065095,642.447219726352,276.341602717843,1012.31062552571,46.263882436697
1043.63699780386,958.568093357538,-893.140169622133,-228.2626152197,399.92558098231,324.254150485762,975.044124687828,1190.74275970397,484.316320270487,693.660884623932,1369.04274774717,756.69631671509,643.700616028454,543.238586703023,607.812612366465,564.915869786782,1094.36163576869,622.26661059802,349.628831033772,1091.22791425018,45.8084185302515
1405.38888886174,2893.18261414807,3930.98706873033,-321.43064372793,-600.306965031834,339.119033394327,983.011910058481,1223.18350169541,458.420642907092,639.411175156756,1403.21588802855,705.379138338874,552.990069067159,682.223160359561,725.417473510505,622.56697777427,1106.85849581545,545.463548611919,330.680856321724,1127.99194823747,46.4059070606382
2363.85269345454,1954.2966817676,4411.51733144889,481.871147694876,2308.95817581901,218.945870344114,764.695372407771,1194.8431829659,546.51282373386,679.197104435047,1384.14607928918,702.960231846192,717.77164759317,776.11376758957,642.521153587909,708.856676629435,1047.4064688366,627.541102288375,547.377467852427,1091.32895709808,46.5219148062214
3231.52430714155,3594.95188332899,1958.49475618707,-151.574427963374,-179.996337442435,247.745716248579,950.857767735865,1059.84794087046,709.17161765579,657.830724837483,1466.55616430307,660.449075844328,668.132140247385,613.121267615188,561.152050869914,705.026504006261,1196.1556236555,494.617006288064,465.814938250439,1083.99224785618,45.9905816365559
2328.82267567524,1515.89245086585,1678.55509556547,198.053206521325,652.142877457354,290.929927117341,766.912464541412,1182.7344067206,358.50459082361,627.012709642876,1342.57092461387,581.895048387087,789.16366743468,655.696965872048,565.239400177257,649.862320855548,830.621468349478,607.9617352845,445.800157523966,1194.37935787053,46.1864462059092
1434.30848654353,2233.13105311578,878.300853263326,460.499525161729,-1100.64318499131,318.353884865689,979.563889684974,1157.72785793008,464.879076243455,555.035099152861,1445.33500535835,685.513659000957,720.085046713691,672.199107447296,683.179743852058,713.313517156143,1047.17838595745,598.82951091771,576.140589547412,1095.12647562098,46.1155956186857
3447.19563177123,2297.75469651439,3562.08477856321,287.51327773345,-1175.09830530179,170.888204773711,748.375895259491,1123.43199864129,588.501321722561,651.827513529123,1352.61414700421,875.616578276115,730.219130217389,807.288343513062,507.367804400763,629.444445731935,1057.97870655365,617.2941254758,544.428562630103,1204.93429257772,46.3541514461134
633.927486569836,3804.34389699685,3671.70053332494,-492.78312058831,-564.516355682742,203.516763288949,724.053585930752,1144.83606022827,551.25490371517,547.247821541812,1460.6695148656,917.681124148891,549.069148993538,673.069571291564,578.055458945727,675.29010933098,1145.06379081785,671.287997177537,478.139353651816,965.960344611608,46.2905598271884
3087.94070835104,2860.85289802547,2997.53988516904,-347.48363752953,-1026.439603319,135.705357716718,943.003659609178,1136.87574435089,600.580943794447,582.940980801263,1465.76957147875,746.279513044425,719.20407518348,814.642308108459,714.965560482923,630.747429709292,1153.57379518118,656.365650894137,480.181276243511,1093.55123983082,46.3193100458114
2103.2080433812,2505.1129273924,3288.73368110372,-128.549657075253,-1346.33684467887,279.862418305601,1016.25574933541,1258.47889886342,561.640939140016,740.131688739532,1285.3031500017,836.751063911062,712.576613090332,666.072146237559,662.486919614752,738.29780067397,1211.75440103083,549.809346886566,341.890866715773,1103.38182762043,46.3018959845981
4105.63148764198,3834.97852800745,2016.07929202686,395.232292617923,-1163.186766061,229.737218665518,842.490429056505,1164.07707972375,467.711876684426,604.233276499871,1335.82265224172,863.71078735006,751.150958565583,584.585543642838,622.103028768663,692.977343040769,1113.11143222602,693.133193381707,410.354184405279,1113.98985757924,46.1566604832436
1905.56741602229,650.491584934807,2683.72927797588,371.298980277675,-668.112001558383,272.49834589559,799.066081928548,1030.76285602053,517.313499293961,745.672301322515,1365.18089861049,829.369510390674,790.138095689704,615.972376425388,557.346044199452,703.95642642093,1147.52030053529,550.866091193594,185.492626373936,1069.09338868661,46.2004858965422
2561.44315452598,2342.86603442418,2619.17410249878,-175.313523405641,-553.973847866351,240.395384217278,958.304820060703,1133.11492591065,600.486903988271,693.548882770265,1377.3662507978,777.243049353179,630.663511414441,712.142907078883,642.185253427268,709.191745472729,1276.51894696694,541.337279539121,306.845394313897,1005.0467461428,46.1846507642463
2542.54751288194,-786.290011549864,4210.44421881374,-222.921506651107,-820.849391288505,254.71151236072,936.865318521952,1148.31427126454,497.153854310054,671.55544266359,1354.23823729227,781.807004365697,663.923953633699,680.061180507112,622.028030588769,626.001822601269,1200.98400123804,572.968311387046,483.859215054239,966.72377560883,46.3096733607398
1531.99602833419,256.143238005058,2586.5688929052,54.6468287654295,1370.17834203153,264.847457340849,827.646385261722,1149.33159071197,433.706373001228,705.321522377028,1278.43244168261,715.131353121645,606.676600688536,759.587443482354,672.034402477839,663.873675461474,1050.7643436832,505.316178965178,461.746555951473,1098.27427415393,46.1545627765939
1054.79539975661,574.22661130288,3130.68011208773,304.32665697467,-924.055337120292,272.79559368079,962.117677214872,1198.80617526569,474.986405746177,639.476310541707,1306.90550699103,699.079372839185,722.389681640141,783.407146820621,650.683697932346,734.274036744686,995.190002578269,674.037991380688,355.26043151708,1105.25406494831,46.3245482303679
2077.24497966508,1256.65709010873,901.501647107258,783.494193903254,728.534973798339,378.208493472801,935.529009831573,1094.94489072068,503.473652643585,675.246530339644,1372.61978708209,658.411442238297,639.305524931218,650.017685486716,783.348823013887,685.02466113124,1066.27724943482,585.739891135489,380.408850452319,1151.83325178067,46.2349412655525
3822.85905787661,1248.82901844989,2376.69336276332,357.273983612825,-1381.10135434597,299.326072348509,799.703473437766,1182.44944178784,571.680931436056,445.515182505257,1383.96935272455,620.279132649353,845.234145361719,775.297969362503,550.26748164222,707.6730822917,1179.84274200484,708.266696798097,310.864191734349,1044.58769856394,46.2619531580882
2583.33275393671,985.893344682866,4044.32845793252,181.899052759679,48.4530208290025,243.875307272485,933.528272234353,1116.75484360006,502.440262787199,658.138052398055,1459.62518820063,637.096655208248,864.286438206933,631.102216216519,624.077911470421,544.968817677185,1217.43483889218,820.837480128288,331.893891986166,1085.76314484044,46.5716674879307
1354.8507793438,1700.26481713918,2099.99429122678,-1032.13724720259,-879.929243838705,237.49320331318,869.539783852334,1203.32846137272,501.401592988528,606.382464850784,1339.66393211951,784.844903757607,697.991832990169,680.057662145838,485.028588339009,688.231428084043,1175.60080541853,604.864969691298,310.095606999829,1131.73289687081,46.063663232379
2133.95661923724,2023.64234410908,2496.12951470893,1161.21955949088,-1070.47270947859,278.161499453835,937.024000911929,1122.45833444986,512.294026804739,512.591058381932,1280.48293701101,661.858813368639,919.251842046036,670.397195094543,655.076102120783,688.443963468487,1201.49842258301,620.577839765488,431.46965530441,1004.77007494794,46.3924523221955
1995.50889252538,330.289298311706,1801.23760315911,219.507376788738,2681.04643459823,212.447275689422,814.297651978123,1108.49407623956,552.583913244195,760.511719545803,1292.87949615841,703.29804143214,755.264981901811,730.844999797327,801.753821344543,743.933809959745,1152.8053203789,565.573058785088,314.544127289583,1164.29086682636,46.3569741178775
1613.90091460576,1168.22087471917,2045.71167551913,854.938001920222,121.270495822656,273.256648104061,782.388186343061,1154.70495389689,678.533934805062,555.769868074501,1447.85082833529,724.750780056222,478.115282177607,770.33030721755,548.052572389794,683.660471100746,983.543696178607,564.981933135277,247.689836107528,967.137760303059,46.2604036794786
1744.27490150188,2339.11036996189,2957.80195214133,-481.875530365035,405.207833484561,291.822436024436,947.131080205457,1033.15587619215,474.412993275246,825.105757962495,1341.26680394952,694.869375590019,771.489189644008,574.039865248573,576.450786296862,697.085740705138,1032.38740611645,636.871705208309,387.789305139305,1157.65805754613,46.1485597207182
1630.07147378043,2971.20043501474,2825.932006718,144.346351789433,-2366.97366174806,225.324145604221,923.686704838402,1198.03744839065,664.672861745629,618.70598552072,1261.70504795346,640.658657799579,664.703667844951,674.768612541744,713.506844161315,685.738907155809,1150.26069722963,526.132304825406,426.121727672602,1027.76281500026,46.3648853136331
1280.77206196171,2026.13933273668,2070.74693261836,984.950127476415,-579.085419000892,322.536637488815,892.284106836134,1149.14435003241,569.362766923823,769.993378575914,1416.16361889236,500.31941539414,869.873546229569,652.72064507224,688.414062823716,600.431004240127,1042.41327822581,608.788406449343,451.55654905146,1027.00933358417,46.3692491254469
2697.15235809938,1045.52095464768,3391.03205758919,576.330619106625,1684.576106314,222.936583771467,1133.1509662764,1072.81905436276,432.092517688404,512.729452900821,1347.46904893539,781.266498598741,759.188231467987,792.285975490814,669.165794528489,535.333307063726,1016.53985089151,632.480938298444,494.253335523228,996.258702188443,46.4278114223776
1237.57533709253,1546.13328677534,1313.39536337347,747.721213636093,1199.52531522908,222.284239936815,900.461259840863,1163.36817889997,417.991454996475,773.991283713595,1335.21069386,640.839626118065,852.51033586213,688.011340539042,791.708742747266,747.658497779544,1257.13714653258,623.365191897326,341.09294615941,1235.33390070147,46.2113301092648
750.514790540878,1535.86208901427,3418.32470413144,-43.8856086572317,-210.628450120134,226.100981549359,904.622686863736,1152.8358484528,395.852237206197,661.919325838213,1379.57043436858,764.167185985052,747.817443613284,797.158955882139,760.580942887791,743.965052444456,1024.93885770665,808.011557700082,512.648939447858,1206.24356078875,46.514210074839
2734.13630630814,3246.83840870861,1761.90259603879,-1097.74987513768,-518.99713240607,191.81540218405,886.06059228546,1145.83178261283,443.826186925678,533.432195953323,1315.93910718133,505.046498691452,549.65874983799,610.262239126596,682.901187934443,793.559102634682,1038.47708264821,654.837058184161,620.003077440584,1202.00123268842,46.210238029779
2920.54652998786,1514.56703448953,3283.17941118965,-1155.52271242437,-1507.96399635925,210.524681883654,752.941031876183,1162.2118456578,476.79946266649,612.265018294583,1378.97330794553,721.845577568511,752.19244603651,719.848281223985,584.542592380378,595.876342497762,1029.77161415395,610.65647216084,229.598360374673,1059.79059526746,46.2850306461363
1799.99601607725,1332.64860332296,2034.08976759835,84.865329089825,124.593048535884,305.280138432787,982.199610055754,1148.00697073168,668.434331616274,553.643439978171,1232.63968518313,680.944987497182,779.491788266634,750.368377361866,639.483450902838,796.634990082007,1118.43341983216,758.692377584771,301.360935060458,1060.95684060075,46.2179778308835
2646.82209252167,2513.06756805682,2746.5905539619,-283.393351806702,360.630120713221,241.225778494826,1022.06934492287,1097.16174308553,493.586866456131,596.895123205913,1427.99097886606,834.80171601173,749.563183104656,755.961498954694,514.250724603157,579.733511768165,1124.49592576304,653.434553889231,435.537632730285,1031.2560905344,46.2343195216779
559.258289326904,709.49940930125,2029.90718917889,1568.07167151307,-1148.54357775694,291.522990869902,841.020059086526,1112.06998051154,646.24958594746,696.527976218391,1389.49758227633,637.595491031455,730.179061008853,694.525821179466,545.921530338474,591.81962516685,997.353984779618,484.842131363091,437.376549067874,975.001422976897,46.24872060948
3500.09852506337,-624.760311427898,4323.98483535103,914.479670587387,504.227727147278,100.904472526751,987.283116445686,1127.00425731571,538.332260774296,568.238543223286,1371.73584421382,807.396172693535,662.75600228088,774.038919997961,769.528692281868,514.681539833456,1112.38776247125,644.381316000133,486.786458167955,1168.0675585007,46.6076201079849
-774.420144140558,2622.76569212328,3331.0354593886,-441.249168209403,280.453390231139,209.210457012403,939.064219950905,1220.75672253193,448.853454283513,454.243746645993,1401.22179744936,757.543701871229,663.978842395013,651.844247898737,608.526103101682,750.338592337151,1205.23172367698,547.28033426474,328.340652983331,1039.60246147873,46.230159870704
1568.68437873156,2569.09080203712,2540.44686397341,442.662939431662,1188.71178402508,250.680502543849,908.883971422208,1206.15553828358,496.940205358066,551.033344638494,1431.82232707909,867.670028843073,666.474437174482,606.510570876784,694.930718897496,657.890215259945,1084.24695357555,591.57242969253,403.339946202736,1150.62752522596,46.3196194353198
1971.84324979572,2280.78980603643,2564.77717309064,-713.571251876823,-261.269701358062,303.214601409627,977.967922655907,1253.12670427684,494.601575182206,545.313301339319,1252.50512817621,783.931505838417,615.54145528203,652.100032219197,535.567042029722,869.256794200047,1159.01084985398,673.9444900119,453.818335032337,1155.90211477175,46.1122566950837
1133.21716321522,1052.94917932569,2998.76133977628,-281.163497107877,-794.396320782106,241.077591859592,890.163542397823,1099.15609139331,556.85698336796,763.714842373845,1364.60777086336,644.622562948693,618.193677002369,804.58491342085,684.226650527072,742.791123755628,975.557064424284,677.663459452726,276.416767881158,1050.96666835928,46.4844323693405
3620.62233584368,2048.05922546362,3383.06090382069,1261.41404465954,-289.156669415018,317.191564378612,810.915805237591,1105.40740727061,544.951906321636,666.771855127188,1360.31088828958,739.837492637582,683.283051650036,680.386079062403,651.305529862462,695.653427688024,917.969779003406,523.942001818219,357.303829639662,1121.47465704223,46.3074152676154
2662.23938009425,1645.69295707115,2799.75705633686,-357.909534723495,2100.63393178086,281.245988475819,824.266870208628,1216.38012813534,533.598840375163,536.471702363367,1495.40587711325,857.077493627347,744.561870699833,682.816655420722,651.785154022964,631.138902625901,1168.35811576823,533.547563842511,385.032110472358,1127.24784993434,46.2643686244287
244.887200376153,2302.16734027158,3192.6989624578,-369.717830592428,703.918888137315,230.525852334836,970.098969523056,1101.7886312282,562.895508984712,691.695603224912,1417.78431494003,705.080699459307,815.882625720926,686.444669671209,723.826023351572,636.514604900328,1063.01508981254,607.893179786243,665.169755035807,1090.34527363944,46.3729120776137
2485.59357054306,-0.483454888621509,2043.99427547563,917.802265138496,1616.92740467178,242.462580569856,849.427699031968,1205.17435907536,408.39131799381,556.49038371858,1412.93039891075,700.892804189724,868.657647376773,754.213649883812,624.8291881013,621.322032002179,986.580180126719,733.982168210344,219.958245116739,1067.78706601087,46.3429411895833
2677.03941055415,1516.76250734051,4009.7635583868,-929.574411429036,1324.18773698256,273.024102712252,945.755919681099,1312.29123855212,521.734401552396,635.965943201367,1332.65565840831,644.570377784489,685.707562425033,768.021899081257,595.349874501929,792.171622877544,1111.64750851536,645.477945013784,509.078949251456,1108.60464082077,46.4006320729864
1583.07705730298,2954.3682783367,2716.63879092121,652.889138864886,-110.794584453714,320.162227032682,887.452767155045,1126.46794625161,567.832738208888,738.187220123761,1334.13875117463,579.978523211129,514.204511643947,810.810093720339,699.666513368082,803.67310564197,1146.41332428258,692.906597215716,396.863692536536,1078.76472571614,46.4951797461609
2922.10772955426,2741.40487904795,1182.95808863526,956.851261919593,-849.272185193433,157.759498758028,1075.59361809113,1269.9661472786,401.087119782612,607.234356826154,1294.66592873261,703.290974036166,797.034095256683,612.346544829362,647.154445412565,628.337974733074,1123.84451966011,552.895586696467,384.026104248712,1105.33456774462,46.1227853281869
2103.7968296149,1047.63860498185,2980.24724059697,-510.403738191317,-537.361169458039,314.051200839318,940.066048943823,1129.8458359712,481.705415811443,620.451442327061,1495.4280600441,706.246522321386,744.32385089965,671.760953471615,643.921855129071,653.710300383839,1034.71885041476,652.178330925241,370.10013279949,1194.59789093682,46.2194748232459
452.610505735724,2057.96385399888,3131.46782844743,-213.723853803695,-2503.9596425504,125.912041226583,918.549210320243,1246.96310993752,439.267800378832,632.207063550139,1425.92993345318,738.299177024103,866.881660936106,768.727191837027,722.275814622744,521.986927955479,1195.98128419668,577.986302655249,457.578044915334,1140.02092739986,46.381800753169
1085.70490349545,1577.90791334945,3235.37845739488,1740.14583310602,-613.971539120875,275.075027370953,911.400242040757,1153.62497573159,524.415971887468,667.998425176727,1263.8391656176,734.570237550722,731.578402647418,788.856449491438,769.741297612128,626.248712857762,1154.61208727788,587.92305214648,392.624132860223,1147.53415590984,46.4881735425969
1128.48300557801,1201.02351203657,3260.39140223741,-1298.43419101387,300.570037375356,266.362560044742,910.898046430415,1154.7505834591,551.485164709733,590.922128618358,1482.2701807519,979.496270341543,652.466281606242,845.499534794696,693.685553446566,661.07374502912,1050.3798483625,580.498605912154,431.741753601409,1080.48122727905,46.3841673466642
3917.09453033371,2046.39292599619,3974.94244024802,-819.554342736913,29.817321992559,300.24038643966,827.42486652173,1212.78184348882,487.392471190188,517.87141933232,1237.35191408908,681.435559274623,712.253313598003,659.724712041855,520.967882020879,584.948217814494,1185.9772719922,549.162114148662,282.570259165966,1081.28937724269,46.1970424957807
2191.15256251837,3716.15670825168,1269.95859366496,47.6813140780569,1531.49555597626,171.868319297046,770.014961817,1221.17124017705,417.151742833745,718.872056800984,1420.15152991568,901.810338816909,527.114358240514,715.300143842975,646.537849224031,652.695790745943,1281.69806245307,746.591647531223,373.832820335421,1089.47782721287,46.1870857598693
2154.46795484974,2651.36390399373,2875.95769912485,900.856358781226,-1140.00490523864,82.6502636810771,810.929065760837,1284.06272761939,517.488692700025,640.021435006532,1477.37576197771,649.740275099957,673.957030910636,879.146766898753,716.99665686233,599.787965458835,1265.91139269895,585.696170998943,297.739638424596,1106.84585561669,46.4102818343416
1446.57028075657,775.922309207709,1989.96221693321,944.022336788885,-1200.88468187955,225.301565701949,860.841119474897,1106.61757553109,576.026452359223,637.908642913929,1447.96065964872,699.717671453166,626.306610627555,789.981681937406,735.205030312827,704.459078508199,1208.99950684437,611.672422089938,348.747592224428,1048.35334246907,46.3919674498423
4508.92921734697,1425.44006593093,2908.70168549384,-312.27377107798,-147.639745448913,391.938354576828,931.50242589904,1025.22977491686,652.805051217643,650.168670801508,1360.95921754362,749.818451304897,811.294398647235,850.638736539562,672.050769991677,687.363501226304,1146.85542201902,636.212153844258,270.616205996231,1193.15202341705,46.4849025686463
864.219545090228,774.88335974403,2020.51576570225,451.601632635472,46.0072239252853,206.452774060468,825.346331794162,1030.59570562211,506.293556795808,578.500506819151,1340.00005934411,806.173548043009,689.175878191192,726.324311026281,679.70869517892,772.275454950652,1229.02890015589,667.60248711927,422.658015478416,1043.48174072965,46.3041008682404
2748.74120360808,3158.8357301832,2205.55089029211,-207.735665010833,173.652418490221,224.094541799563,852.28101972447,1168.75655819909,525.664530110472,527.622080955416,1440.72934298151,864.084134332475,756.289582390622,662.938855098456,644.481578944647,687.464453614168,1131.28380879656,645.458738485205,498.77648456681,1089.34865302421,46.2507476311484
3556.45416522982,857.053170116259,2607.72770724877,298.629610185321,-152.006159792775,355.932304223445,925.175211324152,1206.96496645541,570.379736295392,658.399607919396,1190.91092711498,763.714059741652,647.630653097806,766.597429234854,650.835788554246,687.358151139636,1168.50582739728,574.219738382385,435.296795896852,1060.05350397304,46.2494604558694
620.966500634468,1543.84415540045,5057.52442651302,-492.541304578232,939.564303665712,247.348384977887,806.786205320629,1128.51589601812,542.917781681496,691.633198186426,1434.82921803893,700.929333476964,772.605134504649,690.407481447794,717.270666515328,718.280602579847,910.583337206394,644.150637029214,474.341950607852,1158.8228859518,46.5058395644029
3043.00010479865,1271.94540843657,2675.98240988092,209.698932324705,-1630.78315230682,236.509294598754,1043.21264253595,1203.31716704764,621.399279887237,606.575992187987,1398.62854490834,804.802957369544,758.977515781077,707.56466227873,622.561090838478,753.323915392782,1246.76862770132,645.549166428434,355.720208372259,1104.22022919546,46.3632977958185
2513.78026674383,1494.04418069339,2622.12144702143,1927.24571034752,-1110.9688487218,255.571312023676,885.969021167288,989.735806000665,398.179646686134,675.173526471704,1443.73608613825,731.305735791617,730.76775498657,771.478611473668,710.593023684215,754.84551996669,1042.09006408581,552.261801815243,373.669594759331,1005.60851456653,46.3241811215101
1874.76264244965,1486.68277209719,3144.60378556191,687.900162203932,535.235610861153,330.665223227364,922.106950081105,1172.64896959606,437.648091632835,707.681999948802,1406.46010100671,831.225383885802,653.979617226395,814.288427391555,607.624532932343,740.594205712239,1132.60910270481,648.156120732385,386.811907842421,1118.06760988017,46.4018315048005
1760.44537081305,2493.88160249504,2416.94132451709,837.437542298015,-546.652641492437,219.38515040185,981.491198189046,1188.02566769189,508.329296353896,631.545109952761,1221.45926511964,722.367167632504,660.449386613531,721.99674322206,639.349019695839,571.792587923914,1181.64001769888,700.76613379082,576.754199247715,1073.2425414736,46.4560619548363
2971.14162413827,1859.89891828599,3078.42851556527,328.251103689335,475.51604585442,333.156891686635,781.399029682774,1246.31788455304,732.035528712514,691.028288553344,1423.39379126594,660.718176253595,683.442348185135,822.164780465503,686.642252582409,722.321009886257,1227.59120382117,594.371212098936,522.412830113701,1132.76502665522,46.3530745947386
